1445.87675,1.035862591,1.047493752,1.077263898,1.213652708,1.180420916,1.263361962,1.468291335,1.413597346,1339.13236,1127.06117,1609.41033,1657.58253,1087.85369,1.180420916,1.047493752,1301.55948
1448.34233,1.000958496,0.810386909,0.802370167,0.941530166,0.889595711,0.946235656,1.022481736,1.098117787,1336.63296,1127.06117,1614.24072,1657.58253,1090.4313,0.889595711,0.810386909,1304.06981
1445.87675,1.001425691,0.791937307,0.777126557,0.900601971,0.857595485,0.899889125,0.993980726,1.072865528,1334.13278,1127.06117,1614.24072,1659.98349,1080.11596,0.857595485,0.791937307,1301.55948
1445.87675,0.984152139,0.978869552,0.980982567,1.053882726,1.014263074,1.066032784,1.124669868,1.132065472,1336.63296,1127.06117,1611.82589,1657.58253,1087.85369,1.014263074,0.978869552,1301.55948
1445.87675,0.983893889,0.880625296,0.857413548,0.967314069,0.934154429,0.990052108,1.083372809,1.078635718,1339.13236,1127.06117,1611.82589,1657.58253,1080.11596,0.934154429,0.880625296,1304.06981
1445.87675,0.965439257,0.873062016,0.848837209,0.991925087,0.947997396,1.006136986,1.072351386,1.117248062,1334.13278,1127.06117,1614.24072,1657.58253,1080.11596,0.947997396,0.873062016,1304.06981
1445.87675,0.958380202,0.909261319,0.901762303,0.988001477,0.950506187,1.018747679,1.067866494,1.07424072,1339.13236,1127.06117,1611.82589,1657.58253,1087.85369,0.950506187,0.909261319,1301.55948
1448.34233,0.992385787,0.85998308,0.866328257,0.997884941,0.965736041,1.07106599,1.241539763,1.257191201,1334.13278,1127.06117,1614.24072,1657.58253,1080.11596,0.965736041,0.85998308,1304.06981
1448.34233,1.005317554,1.049421403,1.096965943,1.33844237,1.27588365,1.380669459,1.633093616,1.567094205,1336.63296,1127.06117,1614.24072,1657.58253,1082.69603,1.27588365,1.049421403,1301.55948
1445.87675,1.000996209,0.979576561,1.00373599,1.243586544,1.167123256,1.288916528,1.490410891,1.485180505,1336.63296,1127.06117,1611.82589,1657.58253,1080.11596,1.167123256,0.979576561,1301.55948
1445.87675,0.99538818,0.768147048,0.749131333,0.917682705,0.855771058,0.900183148,0.990018258,1.078779421,1336.63296,1127.06117,1614.24072,1657.58253,1082.69603,0.855771058,0.768147048,1304.06981
1445.87675,0.977178423,0.953526971,0.952697095,0.981327801,0.969294606,0.985062241,1.023236515,1.033195021,1336.63296,1126.43199,1611.82589,1657.58253,1082.69603,0.969294606,0.953526971,1304.06981
1445.87675,0.998037729,0.891096339,0.8785872,0.962472363,0.925680606,0.960510165,1.026490036,1.058866812,1334.13278,1126.43199,1611.82589,1657.58253,1080.11596,0.925680606,0.891096339,1301.55948
1448.34233,1.001752848,0.990797546,1.009202454,1.034180543,1.003505697,1.033742331,1.055652936,1.069675723,1334.13278,1126.43199,1611.82589,1657.58253,1082.69603,1.003505697,0.990797546,1301.55948
1448.34233,0.983183857,0.983183857,0.970291447,1.015134529,0.9882287,1.012892308,1.033071679,1.017376647,1336.63296,1126.43199,1614.24072,1657.58253,1087.85369,0.9882287,0.983183857,1304.06981
1445.87675,0.97431074,0.978696686,0.976190458,1.01347114,0.99216792,1.03414785,1.085212973,1.083333255,1339.13236,1126.43199,1611.82589,1657.58253,1085.27527,0.99216792,0.978696686,1304.06981
